ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
6276,nissan,I own Pathfinder.,2006,jeep,6.0,Metallic,1829.0,Dies,4.0,manual,2.5 Turbo,TOTAL 160000 km,8,21326
6299,BMW,X5,2011,Sedan,6.0,Jet Black,1451.0,Gas,8.0,others,0,TOTAL 139363 km,100,157
6324,Mercedes-Benz,my model which is ML 350 is the best,1912,JEEP,1.0,Pearl White,919.0,Dies,6.0,auto,3,180251,12,3136
6332,Toyota,I have the fastest model ever.. yes you got it right it's Camry,2014,Sedan1,2.0,Pearl White,-9223.0,Gas,0.0,gear,2.5,92891 KM,1012,1646
6404,Toyota,CAMRY,2014,sedan,4.0,Charcoal,-9606.0,Electric Hybrid,4.0,others,2.5,115312  kilometer,12,706
6452,BMW,I have the fastest model ever.. yes you got it right it's X1 4X4,2012,JEEP,2.0,Sapphire Blue,642.0,Gas,4.0,gear,2.0 Turbo,102400 km,12,29479
6488,Toyota,Prius,2010,sedan,0.0,Charcoal,761.0,Gas,4.0,auto,1.8 Turbo,225600 km,8,14426
6546,Lexus,GX 470,2008,jeep,4.0,Pearl White,12455.0,Gas,8.0,others,4.7,TOTAL 280354 km,0,862
6572,Chevrolet,I own Cruze.,2016,SEDAN,2.0,Pearl White,650.0,Gas,14.0,others,1.4 Turbo,52000 KM,12,18817
6646,Lexus,IS 250,2010,SEDAN,0.0,Metallic,1024.0,Gas,4.0,auto,2.5,149218 KM,4,20610
6674,Hyundai,I own Elantra.,2013,SEDAN,1.0,Jet Black,10585.0,Gas,4.0,auto,1.8,102675  kilometer,0,15681
6675,Mercedes-Benz,E 300,2017,SEDAN,5.0,Jet Black,-8983.0,Gas,4.0,auto,2,TOTAL 26802 km,1012,314
6676,Ford,Fusion,1916,sedan,4.0,Jet Black,431.0,Electric Hybrid,4.0,gear,2,194974  kilometer,0,8781
6731,Chevrolet,Orlando,3013,jeep,1.0,Charcoal,640.0,Dies,4.0,auto,2,TOTAL 143894 km,4,21181
6735,Ford,I own Escape.,2011,jeep,5.0,Emerald Green,862.0,Electric Hybrid,4.0,others,2.5,130306,0,314
6860,BMW,my model which is 328 is the best,2013,sedan,3.0,Pearl White,862.0,Gas,4.0,AUTO,2.8 Turbo,108800  kilometer,4,31361
6919,nissan,JUKE,2113,jeep,2.0,Jet Black,530.0,Gas,4.0,auto,1.6,220861 km,12,14800
6947,Ford,I own Transit Connect.,2011,goods wagon,5.0,Metallic,645.0,Dies,4.0,others,1.8 Turbo,219123,8,9408
6959,Subaru,Crosstrek,2019,sedan,1.0,Sapphire Blue,1077.0,Gas,4.0,R,0,6384 KM,12,7213
6967,Toyota,I own Aqua.,2013,hatchback,1.0,Pearl White,1267.0,Electric Hybrid,0.0,gear,1.5,129000  kilo,4,10349
6982,Toyota,my model which is Prius is the best,2008,hatchback,1.0,Gold,843.0,Electric Hybrid,4.0,AUTO,1.5,204000  kilo,8,7840
7038,Ford,Escape,2013,jeep,2.0,Ruby Red,640.0,Gas,4.0,others,2.0 Turbo,TOTAL 111000 km,10,20385
7039,Lexus,I have the fastest model ever.. yes you got it right it's GX 460,2010,jeep,2.0,Metallic,-8189.0,Gas,0.0,auto,4.6,275240  kilo,0,15681
7045,Ford,my model which is Fusion is the best,2017,Sedan0,3.0,Gold,784.0,Gas,4.0,others,1.5,77368  kilometer,12,3136
7052,Hyundai,H1,2010,MINIVAN,4.0,Lemon Yellow,1024.0,Dies,4.0,others,2.5,TOTAL 134990 km,4,12522
7057,NISSAN,my model which is Kicks is the best,2018,Jeep0,0.0,Charcoal,-9120.0,Gas,4.0,auto,1.6,4363 KM,0,25089
7061,Toyota,Camry XLE,2012,Sedan1,0.0,Jet Black,-9219.0,Electric Hybrid,0.0,auto,2.5,177000  kilometer,10,16621
7075,Hyundai,I have the fastest model ever.. yes you got it right it's Tucson,2016,WOOW Jeep,4.0,Jet Black,10770.0,Dies,4.0,R,1.7,137445,4,39891
7096,Toyota,I own Tundra.,2014,WOOW Jeep,2.0,Jet Black,11659.0,Gas,18.0,others,5.7,TOTAL 101928 km,12,188
7106,Chevrolet,I have the fastest model ever.. yes you got it right it's Cruze,2014,SEDAN,0.0,Pearl White,473.0,Gas,4.0,auto,1.4 Turbo,91200  kilo,12,18503
7239,Mercedes-Benz,ML 350,2011,Jeep,6.0,Charcoal,11018.0,Dies,6.0,gear,3.0 Turbo,111000  kilo,12,37633
7334,BMW,I have the fastest model ever.. yes you got it right it's X5,2011,jeep,2.0,Chocolate,1018.0,Dies,6.0,auto,3,213195  kilo,12,6272
7355,Lexus,ES 300,2011,sedan,3.0,Metallic,11172.0,Gas,4.0,auto,3.5,TOTAL 53467 km,4,21639
7413,Toyota,my model which is Highlander is the best,2014,Sedan1,4.0,Jet Black,517.0,Electric Hybrid,6.0,auto,0,166560 km,12,39201
7421,Hyundai,Elantra,2018,SEDAN,2.0,Charcoal,1079.0,Gas,4.0,auto,2,47200  kilometer,12,3293
7443,Hyundai,TUCSON,3012,Jeep,1.0,Charcoal,642.0,Dies,14.0,others,2,182000  kilo,4,24123
7449,Hyundai,ELANTRA,2013,SEDAN,5.0,Jet Black,585.0,Gas,4.0,auto,1.8,184874 km,8,15681
7550,Chevrolet,Malibu,2013,SEDAN,3.0,Sapphire Blue,640.0,Gas,4.0,others,2,114107 KM,12,862
7570,Fiat,500,1917,HATCHBACK,0.0,Charcoal,738.0,Gas,0.0,AUTO,1.4,47208,12,188
7578,Hyundai,H1,2016,minivan,1.0,Metallic,1091.0,Dies,4.0,R,2.5,112193  kilo,4,36068
7689,Hyundai,Santa FE,2015,jeep,4.0,Pearl White,833.0,Dies,0.0,others,2.2,172803  kilometer,4,38229
7703,Mercedes-Benz,E 350,2014,sedan,1.0,Metallic,1053.0,Dies,6.0,AUTO,3.5,149486 km,88,314
7711,Toyota,I have the fastest model ever.. yes you got it right it's Tundra,2014,WOOW Jeep,3.0,Jet Black,1659.0,Gas,18.0,auto,5.7,101928 KM,12,188
7750,Toyota,CAMRY,2014,sedan,4.0,Charcoal,777.0,Gas,4.0,AUTO,2.5,107000 km,12,22000
7761,Hyundai,Santa FE,2017,Jeep,3.0,Pearl White,-8983.0,Dies,4.0,gear,0,27453  kilo,4,42337
7794,Hyundai,my model which is Elantra is the best,2011,sedan,2.0,Pearl White,583.0,Gas,4.0,auto,1.6,173678 km,96,18826
7797,Toyota,I have the fastest model ever.. yes you got it right it's Highlander,2012,JEEP,5.0,Charcoal,1058.0,Gas,6.0,R,3.5,285186  kilo,88,9565
7827,Mercedes-Benz,my model which is GLA 250 is the best,2015,Jeep,-1.0,Jet Black,10765.0,Gas,0.0,auto,2,159928 km,0,12858
7843,Dodge,Durango,1911,jeep,1.0,Emerald Green,1203.0,Gas,6.0,gear,3.6,TOTAL 344814 km,12,706
7865,Hyundai,I have the fastest model ever.. yes you got it right it's Tucson,2010,Jeep,2.0,Charcoal,836.0,Dies,4.0,AUTO,2,173169 km,4,17923
7907,Hyundai,SANTA FE,2013,JEEP,1.0,Jet Black,640.0,Dies,4.0,auto,0,90220  kilo,4,46490
7949,BMW,I own 435.,2014,coupe,1.0,Charcoal,10915.0,Gas,6.0,R,3,90029 km,12,1176
7976,Toyota,I have the fastest model ever.. yes you got it right it's Prius,2007,sedan,0.0,Metallic,988.0,Electric Hybrid,4.0,auto,1.5,107248  kilo,6,11133
7977,Hyundai,Elantra,2018,Sedan0,3.0,Pearl White,880.0,other,4.0,auto,1.6,35643 km,104,36426
7978,Toyota,I own Camry.,2018,SEDAN,5.0,Pearl White,-9391.0,Electric Hybrid,4.0,R,2.5,35058  kilo,1012,18817
7986,Hyundai,ELANTRA,2013,sedan,2.0,Jet Black,585.0,Gas,4.0,R,0,157859 km,88,314
7990,Honda,I have the fastest model ever.. yes you got it right it's Insight,2012,Hatchback,7.0,Metallic,10448.0,Electric Hybrid,4.0,auto,1.3,0 km,0,94
8029,Toyota,I own Tacoma.,2114,jeep,3.0,Charcoal,832.0,Gas,4.0,AUTO,2.7,64994  kilo,12,3763
8056,Lexus,CT 200H,1912,HATCHBACK,2.0,Pearl White,586.0,Electric Hybrid,4.0,auto,0,174106 km,0,1490
8197,BMW,650,3015,coupe,3.0,Pearl White,1578.0,Gas,8.0,auto,4.4,92213 km,12,30734
8214,Daewoo,my model which is Lacetti is the best,2009,SEDAN,6.0,Sapphire Blue,966.0,Dies,14.0,auto,0,39031 km,4,5865
8254,Mercedes-Benz,I own ML 350.,2008,Jeep3,6.0,Metallic,1598.0,Dies,0.0,gear,3,213998  kilometer,12,282
8328,Subaru,XV,2014,Jeep,6.0,Pearl White,-9667.0,Electric Hybrid,4.0,auto,2,131872 KM,12,12074
8330,Toyota,CAMRY,2013,SEDAN,2.0,Pearl White,779.0,Electric Hybrid,4.0,gear,2.5,124912,12,3763
8382,Toyota,CAMRY,2014,sedan,7.0,Charcoal,777.0,Gas,4.0,auto,2.5,107000 KM,12,12544
8386,Honda,I own Elysion.,3007,minivan,5.0,Pearl White,4283.0,Gas,4.0,others,2.4,141000  kilo,2,10000
8401,Hyundai,SONATA,2016,sedan,1.0,Metallic,891.0,other,4.0,auto,2,279787 km,4,11290
8405,Lexus,GX 470,2011,SEDAN,4.0,Pearl White,1514.0,Gas,0.0,AUTO,4.6,202048 km,0,392
8452,Hyundai,I own Sonata.,3016,Sedan,0.0,Metallic,891.0,other,4.0,others,0,261167,4,15681
8483,BMW,X5,2011,jeep,4.0,Pearl White,1018.0,Dies,6.0,others,3,270326  kilometer,1012,1568
8523,Toyota,I have the fastest model ever.. yes you got it right it's Prius,2010,HATCHBACK,5.0,Pearl White,10761.0,Electric Hybrid,0.0,gear,1.8,73402  kilo,12,706
8555,Hyundai,SONATA,2013,Sedan,4.0,Pearl White,640.0,Gas,0.0,AUTO,2,206088 KM,4,14166
8569,Ford,C-MAX,2012,HATCHBACK,0.0,Charcoal,-9358.0,Electric Hybrid,4.0,auto,2,TOTAL 208000 km,8,13000
8570,Lexus,GX 460,2010,jeep,5.0,Jet Black,1811.0,Gas,8.0,R,4.6,TOTAL 260771 km,0,941
8595,Hyundai,Elantra,2016,sedan,3.0,Metallic,730.0,other,4.0,auto,1.6,74909 km,4,27504
8639,Hyundai,ELANTRA,2011,sedan,1.0,Jet Black,583.0,Gas,4.0,auto,1.6,106616,4,20005
8669,Volkswagen,I have the fastest model ever.. yes you got it right it's Tiguan,2018,SEDAN,6.0,Jet Black,1079.0,Gas,4.0,others,2,70098,12,9565
8694,Hyundai,Grandeur,2010,SEDAN,3.0,Metallic,1099.0,Gas,4.0,gear,2.7,93168 KM,4,6269
8813,Daewoo,Lacetti,2009,SEDAN,6.0,Metallic,966.0,Dies,4.0,others,2,75644  kilo,96,5959
8848,Toyota,I own Camry.,2012,sedan,6.0,Pearl White,781.0,Electric Hybrid,4.0,others,2.5,156518 km,12,3607
8933,Toyota,my model which is Prius is the best,2013,sedan,3.0,Jet Black,585.0,Electric Hybrid,4.0,auto,1.8,123000  kilo,0,21482
8949,BMW,X5,2014,jeep,0.0,Pearl White,915.0,Dies,6.0,others,3,110715 km,0,16621
8992,BMW,my model which is 335 is the best,2112,sedan,1.0,Pearl White,919.0,Gas,6.0,AUTO,3,82990  kilometer,100,23521
9063,Buick,I own Century.,2011,sedan,5.0,Metallic,1297.0,Gas,6.0,auto,0,198030 km,12,314
9074,Hyundai,Sonata,2016,sedan,0.0,Pearl White,891.0,other,4.0,AUTO,2,227033,4,16308
9189,Kia,SPORTAGE,2007,jeep,0.0,Jet Black,1282.0,Dies,0.0,auto,2,93568 KM,4,7213
9198,Chevrolet,Cruze LT,2016,sedan,4.0,Pearl White,-9350.0,Gas,14.0,others,1.4 Turbo,29355 km,8,15524
9270,Ssangyong,my model which is REXTON is the best,2013,jeep,3.0,Metallic,10640.0,Dies,4.0,gear,2,169027 km,4,29075
9371,Hyundai,SONATA,2011,SEDAN,4.0,Charcoal,-9293.0,Gas,4.0,R,2,157224 KM,4,17305
9409,Kia,I own Optima.,2012,Sedan4,1.0,Jet Black,753.0,Electric Hybrid,4.0,auto,2.4,0  kilometer,12,470
9473,Hyundai,H1,3014,MINIVAN,6.0,Metallic,777.0,Dies,4.0,others,2.5,179918 km,4,26594
9475,BMW,328,2015,Sedan4,2.0,Metallic,765.0,Gas,4.0,others,2,111166,12,1019
9556,Mini,I own Countryman.,1913,Jeep3,3.0,Jet Black,530.0,Gas,4.0,MANUAL,1.6,132678 km,10,18033
9569,Hyundai,I have the fastest model ever.. yes you got it right it's H1,3011,MINIVAN,6.0,Jet Black,862.0,Dies,4.0,others,2.5,TOTAL 69624 km,4,18654
9586,Lexus,I own RX 450.,3016,Jeep,2.0,Metallic,10690.0,Electric Hybrid,6.0,AUTO,3.5,59858  kilo,12,11917
9645,Ford,I own Fusion.,2016,sedan,2.0,Ruby Red,690.0,Gas,4.0,gear,1.5 Turbo,91200 km,8,21953
9748,Hyundai,I have the fastest model ever.. yes you got it right it's Tucson,2016,Jeep2,3.0,Charcoal,770.0,Dies,4.0,auto,1.7,141000 km,4,28755
9756,BMW,328,3011,sedan,0.0,Charcoal,1018.0,Gas,6.0,AUTO,3,107000 km,8,14426
9758,nissan,I have the fastest model ever.. yes you got it right it's Altima,2019,WOOW Sedan,6.0,Charcoal,1325.0,Gas,4.0,auto,2.5,30296 km,12,21326
9768,Hyundai,SANTA FE,2013,jeep,2.0,Charcoal,640.0,Dies,4.0,gear,2,146740 km,4,37125
9772,Ford,FUSION,2013,Sedan0,-1.0,Pearl White,779.0,Gas,14.0,others,2.5,143632 KM,0,12858
9773,Chevrolet,my model which is Cruze is the best,2014,SEDAN,5.0,Sapphire Blue,639.0,Dies,4.0,AUTO,2,123850  kilometer,4,14856
9778,Chevrolet,my model which is Orlando is the best,2012,JEEP,1.0,Charcoal,642.0,Dies,4.0,gear,2,242409 km,4,13962
9783,Toyota,my model which is Camry is the best,2014,SEDAN,3.0,Jet Black,394.0,Electric Hybrid,4.0,auto,2.5,398069,12,1098
9800,Chevrolet,I have the fastest model ever.. yes you got it right it's Cruze,2011,SEDAN,4.0,Pearl White,645.0,Gas,4.0,auto,1.8,177309  kilo,4,11563
9938,Honda,I have the fastest model ever.. yes you got it right it's FIT,2013,Hatchback,6.0,Pearl White,10502.0,Electric Hybrid,4.0,auto,1.5,87000 km,104,23082
9963,Toyota,Highlander,2010,sedan,2.0,Emerald Green,1324.0,Electric Hybrid,6.0,auto,3.3,226198 KM,12,1725
9981,Mercedes-Benz,E 350,3014,WOOW Sedan,1.0,Charcoal,11053.0,Dies,6.0,auto,3.5,132349  kilo,12,31047
10115,Honda,FIT,2015,Hatchback,0.0,Jet Black,10595.0,Gas,4.0,auto,1.5,111649  kilo,4,24512
10159,Hyundai,my model which is Elantra is the best,2011,WOOW Sedan,2.0,Pearl White,583.0,Gas,4.0,auto,1.6,124892  kilo,4,19384
10198,Toyota,I have the fastest model ever.. yes you got it right it's Prius,2017,HATCHBACK,5.0,Pearl White,442.0,Electric Hybrid,4.0,gear,1.8,45488,12,16308
10283,Chevrolet,my model which is Captiva is the best,2015,jeep,2.0,Charcoal,833.0,Dies,4.0,auto,2.2,TOTAL 70003 km,4,41400
10297,Hyundai,my model which is Elantra GT is the best,2014,HATCHBACK,4.0,Sapphire Blue,639.0,Gas,4.0,auto,2,105000 km,7,19444
10327,Chevrolet,VOLT,2011,Hatchback,4.0,Jet Black,521.0,Electric Hybrid,4.0,auto,1.4,288778 km,12,2666
10332,Toyota,PRIUS V,2012,WOOW Hatchback,3.0,Pearl White,1505.0,Electric Hybrid,14.0,gear,1.8,51000 km,8,13500
10394,Ford,Focus,2013,sedan,6.0,Jet Black,640.0,Gas,4.0,auto,0,116800  kilo,8,14113
10412,Hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2016,sedan,1.0,Tangerine,891.0,other,0.0,auto,2,478704  kilo,4,13172
10446,BMW,328,2113,WOOW Sedan,1.0,Metallic,10640.0,Gas,4.0,R,2.0 Turbo,201360 km,6,21953
10450,Hyundai,I own H1.,2014,minivan,2.0,Jet Black,777.0,Dies,4.0,auto,2.5,173490 km,4,23436
10471,Citroen,Berlingo,2002,GOODS WAGON,0.0,Sapphire Blue,1599.0,Dies,4.0,gear,1.9 Turbo,190000  kilo,2,7840
10496,BMW,I have the fastest model ever.. yes you got it right it's 328,2016,sedan,0.0,Charcoal,891.0,Gas,14.0,auto,2.0 Turbo,23000 km,12,46101
10568,Volkswagen,I have the fastest model ever.. yes you got it right it's Golf GTI,2016,hatchback,3.0,Jet Black,10891.0,Gas,4.0,auto,2,113600  kilo,8,7527
10575,Jeep,my model which is Compass is the best,2011,jeep,0.0,Pearl White,831.0,Gas,4.0,others,2.4,97277 km,4,27174
10610,Hyundai,Elantra,2010,sedan,0.0,Pearl White,687.0,Gas,4.0,auto,1.6,128965 km,4,12585
10636,Hyundai,H1,2016,minivan,3.0,Pearl White,1091.0,Dies,4.0,auto,2.5,117595,4,32578
10650,Honda,my model which is Fred is the best,2012,MINIVAN,3.0,Metallic,11268.0,Gas,4.0,auto,1.5,145000  kilometer,4,10000
10660,Hyundai,Elantra,1911,WOOW Sedan,6.0,Charcoal,583.0,Gas,14.0,auto,1.6,127983 km,4,19384
10669,Hyundai,I have the fastest model ever.. yes you got it right it's H1,2012,Universal,0.0,Metallic,-9219.0,Dies,4.0,gear,2.5,216000 km,4,21395
10705,Hyundai,H1,2014,minivan,5.0,Jet Black,777.0,Dies,4.0,auto,2.5,50877 KM,4,32772
10720,Mercedes-Benz,E 350,2010,SEDAN,1.0,Jet Black,-8601.0,Dies,6.0,others,3.5,TOTAL 229904 km,12,470
10753,Hyundai,I own Sonata.,2012,sedan,0.0,Jet Black,-9247.0,Electric Hybrid,4.0,R,2.4,93816 KM,0,282
10762,BMW,I have the fastest model ever.. yes you got it right it's X5,2016,jeep,3.0,Charcoal,11292.0,Gas,6.0,auto,0,0  kilometer,12,25716
10781,Toyota,I own Prius.,2110,HATCHBACK,1.0,Pearl White,761.0,Electric Hybrid,4.0,R,1.8,258909  kilo,12,1803
10869,Toyota,I have the fastest model ever.. yes you got it right it's Camry,2013,sedan,4.0,Metallic,779.0,Electric Hybrid,14.0,auto,2.5,166720 KM,12,22580
10885,Chevrolet,I own Cruze.,2009,SEDAN,2.0,Jet Black,789.0,Gas,4.0,auto,1.6,66444 km,4,6272
10895,Toyota,TUNDRA,2014,SEDAN,2.0,Pearl White,-8341.0,Gas,0.0,AUTO,5.7,0 km,12,3293
10954,Toyota,CAMRY,2014,SEDAN,4.0,Pearl White,394.0,Electric Hybrid,4.0,R,2.5,130478 KM,12,862
10985,Toyota,I have the fastest model ever.. yes you got it right it's Camry,2014,Sedan4,5.0,Jet Black,777.0,Gas,4.0,auto,2.5,66000  kilometer,10,24462
11012,Ford,I own Transit.,2105,WOOW Goods wagon,3.0,Pearl White,1673.0,Dies,14.0,manual,2.0 Turbo,170000  kilo,4,9252
11048,Ssangyong,Actyon,2010,jeep,2.0,Metallic,836.0,Dies,4.0,auto,2,237003  kilo,4,15718
11106,Mercedes-Benz,my model which is E 300 is the best,2017,Sedan3,2.0,Jet Black,-8983.0,Gas,4.0,R,2,50930  kilo,12,3450
11125,Jeep,Wrangler sport,2016,Jeep3,5.0,Charcoal,-8467.0,Gas,6.0,auto,3.6,TOTAL 70542 km,0,43905
11171,Daewoo,LACETTI,2009,sedan,2.0,Metallic,-9210.0,Gas,4.0,others,1.6,117685 KM,4,5883
11262,Hyundai,Sonata,2012,SEDAN,5.0,Metallic,642.0,Gas,4.0,AUTO,2.0 Turbo,82000 KM,9,20385
11272,Toyota,I own Highlander.,2008,Jeep0,3.0,Pearl White,1750.0,Electric Hybrid,6.0,auto,3.3,TOTAL 334414 km,12,12544
11275,Mercedes-Benz,I own E 350.,2014,Sedan0,0.0,Metallic,1053.0,Dies,6.0,auto,3.5,TOTAL 149486 km,12,314
11290,Ssangyong,I have the fastest model ever.. yes you got it right it's REXTON,2011,jeep,0.0,Pearl White,707.0,Dies,4.0,R,2,101708 km,4,23239
11340,Lexus,RX 450,2010,JEEP,2.0,Metallic,-8601.0,Electric Hybrid,6.0,gear,3.5,TOTAL 311949 km,12,282
11357,Toyota,HIGHLANDER,3012,JEEP,4.0,Metallic,11058.0,Electric Hybrid,6.0,auto,3.5,205250 KM,12,29479
11372,Ssangyong,I own Actyon.,2016,JEEP,5.0,Sapphire Blue,730.0,Dies,0.0,others,1.6,79286  kilo,4,39085
11390,Hyundai,Sonata,2015,SEDAN,2.0,Metallic,765.0,other,4.0,auto,2,509362,104,15367
11399,Toyota,Corolla,2110,sedan,4.0,Charcoal,-9239.0,Gas,4.0,others,1.8,TOTAL 232507 km,0,4077
11414,Ssangyong,my model which is Actyon is the best,2011,jeep,4.0,Metallic,707.0,Dies,14.0,auto,2,113545 km,4,21655
11421,Hyundai,I have the fastest model ever.. yes you got it right it's Santa FE,2014,WOOW Jeep,2.0,Charcoal,639.0,Dies,4.0,others,0,106806 KM,4,45025
11422,Hyundai,Santa FE,2015,Jeep1,1.0,Charcoal,765.0,Dies,4.0,R,2,119038  kilo,104,48108
11474,Mercedes-Benz,E 350,2012,Sedan,0.0,Jet Black,1058.0,Dies,6.0,AUTO,3.5,318285  kilometer,12,627
11503,Chevrolet,LACETTI,2009,sedan,2.0,Charcoal,-9210.0,Gas,4.0,auto,1.6,87250  kilometer,4,11848
11644,Ford,I own Fiesta.,2015,sedan,5.0,Metallic,629.0,Gas,4.0,gear,1.6,0 km,12,314
11646,Honda,my model which is Accord is the best,2015,sedan,3.0,Jet Black,10900.0,Gas,4.0,gear,2.4,129779 KM,12,8781
11658,Toyota,Tacoma,2014,sedan,0.0,Charcoal,1190.0,Gas,16.0,AUTO,4,238203 KM,12,549
11666,Honda,CIVIC,2017,HATCHBACK,2.0,Metallic,10784.0,Gas,4.0,auto,1.5,1461  kilo,96,40889
11681,Toyota,Camry,2018,SEDAN,2.0,Jet Black,1327.0,Gas,4.0,auto,2.5,22000,12,49237
11737,Hyundai,my model which is H1 is the best,2014,MINIVAN,1.0,Jet Black,777.0,Dies,0.0,auto,2.5,120309 KM,4,30583
11834,Chevrolet,my model which is Captiva is the best,2014,Jeep,1.0,Pearl White,749.0,Gas,4.0,others,2.4,119768 km,12,314
11899,Chevrolet,I have the fastest model ever.. yes you got it right it's Captiva,2007,JEEP,3.0,Metallic,1288.0,Dies,14.0,others,2,54114 KM,4,4861
11924,Ford,I have the fastest model ever.. yes you got it right it's Fusion,2014,SEDAN,0.0,Metallic,10333.0,Electric Hybrid,4.0,others,2,0 km,0,1019
11926,Buick,Century,2015,Jeep4,0.0,Jet Black,562.0,Gas,0.0,auto,1.4,107358  kilometer,12,2822
11953,Jaguar,I have the fastest model ever.. yes you got it right it's XF,2010,sedan,2.0,Pearl White,1211.0,Dies,4.0,AUTO,3,163024  kilo,4,27435
12001,Mercedes-Benz,I own E 350 4 matic.,2011,Sedan,3.0,Jet Black,1172.0,Gas,6.0,auto,0,108000  kilo,12,32929
12038,Lexus,RX 450,2016,jeep,3.0,Pearl White,690.0,Electric Hybrid,6.0,auto,3.5,27038 km,12,392
12069,Mercedes-Benz,E 300,2017,SEDAN,3.0,Jet Black,1017.0,Gas,14.0,auto,2,26802 km,88,314
12093,Kia,I have the fastest model ever.. yes you got it right it's Optima,2014,Sedan,3.0,Metallic,638.0,Gas,4.0,gear,2,40067,4,16621
12186,Kia,Optima,2016,sedan,3.0,Jet Black,11051.0,Gas,4.0,AUTO,2.4,38000 KM,12,12544
12203,Lexus,GX 470,2011,Sedan3,3.0,Pearl White,1514.0,Gas,8.0,auto,4.6,202048  kilo,0,392
12228,Hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2013,Sedan,1.0,Charcoal,10751.0,Gas,0.0,auto,2.4,124800  kilo,6,16308
12282,Chevrolet,I have the fastest model ever.. yes you got it right it's Captiva,2012,jeep,5.0,Metallic,-9358.0,Dies,4.0,AUTO,2,138292,4,25299
12314,Chevrolet,MALIBU,2016,sedan,4.0,Jet Black,891.0,Gas,4.0,auto,2,138865  kilo,4,19676
12417,Volkswagen,JETTA,2013,Sedan,5.0,Charcoal,585.0,Gas,4.0,others,1.8 Turbo,134400  kilo,10,11917
12452,Honda,I own FIT.,2014,hatchback,6.0,Pearl White,247.0,Electric Hybrid,4.0,gear,1.3,102082 km,4,13702
12482,Hyundai,Accent,2017,SEDAN,4.0,Sapphire Blue,831.0,Gas,4.0,auto,1.6,88771  kilometer,1012,1254
12483,Hyundai,SONATA,2015,SEDAN,6.0,Metallic,441.0,Electric Hybrid,4.0,auto,0,135730  kilo,0,470
12510,Hyundai,I have the fastest model ever.. yes you got it right it's Tucson,2012,jeep,4.0,Charcoal,642.0,Dies,4.0,auto,2,166122  kilo,4,20237
12525,Chevrolet,Volt,2017,hatchback,5.0,Charcoal,382.0,Electric Hybrid,14.0,auto,1.5,125358 km,0,188
12552,Hyundai,I own Tucson.,2011,jeep,0.0,Metallic,707.0,Dies,4.0,auto,2,106360 km,4,20237
12615,Lexus,I have the fastest model ever.. yes you got it right it's GX 460,2015,WOOW Jeep,3.0,Jet Black,1646.0,Gas,8.0,R,4.6,188078 km,0,5018
12641,Ford,C-MAX SEL,2013,HATCHBACK,2.0,Pearl White,640.0,Electric Hybrid,4.0,R,2,96289 km,92,16151
12651,Chevrolet,MALIBU,2016,WOOW Sedan,5.0,Metallic,690.0,Gas,4.0,gear,1.5,86000 km,8,13172
12674,Hyundai,I own Elantra.,2010,SEDAN,4.0,Charcoal,10687.0,Gas,4.0,auto,1.6,87640 km,4,14834
12703,Toyota,Camry,2014,SEDAN,6.0,Pearl White,10394.0,Electric Hybrid,4.0,auto,2.5,130478 KM,12,862
12756,Chevrolet,my model which is Volt is the best,2011,SEDAN,1.0,Jet Black,521.0,hyb,4.0,others,1.4,159200 km,6,19444
12783,Chevrolet,Lacetti,2010,WOOW Sedan,5.0,Charcoal,687.0,Gas,4.0,auto,1.6,60000 KM,4,12570
12832,Lexus,GX 470,2010,jeep,3.0,Charcoal,1811.0,Gas,8.0,gear,0,357246 km,0,16308
12862,Toyota,AQUA,2012,HATCHBACK,3.0,Charcoal,503.0,Gas,4.0,others,1.5,79092 KM,4,16900
12873,Honda,FIT,2013,HATCHBACK,5.0,Metallic,447.0,Gas,4.0,auto,1.3,52320 km,4,17264
12889,Lexus,IS 350,2014,sedan,6.0,Jet Black,-8947.0,Gas,6.0,auto,3.5,TOTAL 89315 km,12,549
12922,BMW,X5,2011,jeep,0.0,Charcoal,-8982.0,Gas,6.0,others,3,170043 km,12,11133
12946,Toyota,I have the fastest model ever.. yes you got it right it's Prius C,2012,HATCHBACK,-1.0,Pearl White,10503.0,Electric Hybrid,14.0,R,1.5,208000,6,13485
12968,Toyota,I have the fastest model ever.. yes you got it right it's CHR,2018,JEEP,2.0,Metallic,-8921.0,Gas,4.0,others,2,46733  kilometer,12,549
12989,Toyota,PRIUS,3010,JEEP,0.0,Pearl White,-9239.0,Electric Hybrid,4.0,others,1.8,408997 KM,12,470
13004,Ssangyong,ACTYON,2017,jeep,0.0,Pearl White,10831.0,Dies,0.0,R,1.6,65249 km,4,31421
13051,Audi,I own A6.,2016,sedan,3.0,Charcoal,-9109.0,Gas,4.0,AUTO,2,97826 KM,0,549
13066,Toyota,HIGHLANDER,2010,jeep,3.0,Charcoal,1399.0,Gas,6.0,others,3.5,156645,12,862
13095,Hyundai,I own Elantra.,2014,SEDAN,4.0,Sapphire Blue,10584.0,Gas,4.0,auto,1.8,133502 KM,0,17249
